% Iron Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
59.05,4105.96,549.011,398.877,9.85821,1.75,250.818,250.796,295.096,306.4,250.247,250.269,492.28,502.06,475.665,448.714,460.505,462.498,414.314,66.25,1.59
59.05,3607.42,545.959,400.752,9.96322,1.76,250.576,249.873,295.096,306.4,250.862,249.873,498.586,501.323,514.513,484.645,490.914,481.93,547.786,66.92,1.52
59.05,3866.02,527.344,399.829,9.78305,1.76596,249.115,245.819,295.096,306.4,249.28,251.752,509.747,482.575,516.08,486.815,484.822,506.29,499.337,66.17,1.96
59.05,4998.05,484.009,382.324,9.98688,1.7894184,246.973,249.829,295.096,306.4,257.52,247.632,543.03,541.48,541.71,587.89,626.24,558.38,609.69,67.11,1.9
59.05,4184.38,568.359,416.3320323,9.9668,1.7894184,248.335,250.928,295.096,306.4,253.345,249.609,822.8107143,787.4446557,876.4985904,465.704,470.92,564.648,521.85,67.11,1.9
59.05,4153.52,466.187,399.023,9.95291,1.77,247.104,251.367,295.096,306.4,249.917,249.126,542.129,553.83,562.968,535.624,521.704,513.122,544.696,66.29,1.09
59.05,3599.61,549.316,403.125,10.0212,1.77,251.147,252.686,295.096,306.4,250.049,251.367,558.545,540.35,549.26,563.67,562.35,569.58,572.72,67.22,1.0
57.35,2373.648393,391.113,397.808,9.08293,1.57954,251.598,251.235,295.096,306.4,248.939,249.5,564.776,393.536,584.711,509.353,185.657913,692.6855882,179.623,66.24,1.04
57.35,1399.74,404.358,399.243,9.46811,1.62618,250.829,251.873,295.096,306.4,250.807,250.291,563.199,284.17,547.646,499.414,488.655,552.388,486.538,67.04,1.25
57.35,3267.97,468.689,399.17,9.74828,1.7201,249.851,246.687,295.096,306.4,250.115,249.06,555.792,260.7997405,569.763,523.67,532.827,558.1,533.278,66.42,2.46
57.35,4229.3,448.639,400.327,10.1274,1.7321,251.136,251.598,295.096,306.4,250.477,250.609,545.933,633.155,599.386,346.09,414.245,466.278,437.574,66.44,2.67
57.35,4076.76,429.993,406.26,10.1508,1.74,248.203,250.269,295.096,306.4,249.873,248.489,544.031,694.353,576.294,654.805,546.431,560.956,516.445,66.61,1.95
57.35,4314.26,436.096,398.408,9.6434,1.74,249.763,250.95,295.096,306.4,250.356,250.071,548.535,452.953,533.832,567.655,546.212,545.78,545.414,65.85,2.4
56.42,1732.32279,428.162,390.674,9.98218,1.74,247.412,251.477,295.096,306.4,249.17,250.818,568.304,220.8054464,541.705,678.244,596.775,560.9,635.0734375,66.5,2.03
56.42,3783.69,453.491,400.21,9.96543,1.73108,248.95,253.521,295.096,306.4,250.104,248.873,524.987,217.69985,502.918,541.623,580.056,533.796,525.745,65.94,1.79
56.42,3682.42,457.214,400.195,9.88408,1.74212,250.807,255.454,295.096,306.4,250.499,250.488,552.414,488.581,569.358,472.969,528.724,529.904,565.524,65.94,2.02
56.42,4009.77,454.102,393.164,9.90704,1.74413,251.147,248.95,295.096,306.4,250.269,253.784,538.025,736.3005749,561.13,503.91,526.0,577.42,467.34,65.69,1.94
56.42,4094.53,429.81,401.602,10.082,1.75,247.061,250.84,295.096,306.4,249.39,249.126,556.042,523.022,551.744,532.894,530.73,576.748,569.632,64.47,3.09
56.42,3880.96,416.626,395.039,9.91826,1.74186,251.279,250.62,295.096,306.4,250.269,248.423,576.262,468.532,573.004,557.732,557.058,583.244,579.788,66.17,1.38
56.42,5018.55,368.4968947,399.3321818,9.80759,1.53125,250.686,248.983,295.096,306.4,249.489,250.686,644.829,552.021,670.147,560.567,589.945,532.586,536.471,65.83,1.87
56.42,3957.42,379.333,402.1,9.75419,1.74784,250.543,249.28,295.096,306.4,250.104,249.884,564.926,461.198,554.253,560.055,522.14,537.52,515.065,66.41,1.86
56.42,3850.39,362.152,390.059,9.94698,1.75,250.719,250.972,295.096,306.4,250.06,249.851,564.551,451.572,580.021,540.406,548.387,544.519,531.508,66.23,1.27
58.95,4117.97,329.712,392.109,10.0679,1.73383,251.96,248.379,295.096,306.4,249.829,250.049,565.251,441.17,570.463,527.848,559.541,541.916,536.751,65.49,1.9
58.95,4416.99,324.036,400.254,10.0033,1.71,250.862,253.279,295.096,306.4,249.895,249.961,555.092,451.651,542.574,537.653,553.537,565.884,574.324,65.62,2.48
58.95,4193.07,432.739,404.59,9.9467,1.72,249.5,249.609,295.096,306.4,249.939,249.939,606.091,598.125,559.785,679.49,620.73,551.1,542.38,65.15,3.01
58.95,4726.17,442.627,402.817,9.8728,1.75,247.17,245.555,295.096,306.4,248.972,248.763,603.764,600.446,620.966,583.496,542.74,566.164,557.718,64.98,2.9
58.95,4743.36,438.782,401.162,10.11,1.75,250.455,253.048,295.096,306.4,250.95,248.763,583.194,582.151,613.311,373.926,476.121,546.368,457.521,63.56,4.17
58.95,4234.38,442.413,410.068,10.0289,1.75,250.071,247.599,295.096,306.4,249.236,247.72,602.288,605.034,615.981,554.24,552.072,534.244,575.758,64.59,3.88
58.95,4736.23,436.859,400.854,9.61753,1.75,250.433,252.301,295.096,306.4,250.323,249.17,582.819,595.573,606.185,529.785,546.652,544.52,528.858,63.99,4.3
58.95,4595.7,432.129,399.316,9.56348,1.73021,249.565,244.907,295.096,306.4,249.873,248.599,453.643,396.48,454.732,375.31,376.406,449.954,365.264,64.07,4.08
59.16,3894.04,431.641,400.078,9.68634,1.73,249.478,250.225,295.096,306.4,249.126,250.796,448.438,456.186,463.472,431.64,447.348,449.954,462.374,63.6,4.17
59.16,4974.41,424.805,392.578,9.89447,1.74,252.466,244.556,295.096,306.4,250.488,250.488,458.948,438.4,453.76,169.0819691,454.39,450.85,430.92,63.8,4.69
59.16,4158.3,434.082,399.023,9.75536,1.74822,249.983,251.938,295.096,306.4,250.488,252.51,463.377,460.888,452.194,246.273,375.608,448.498,345.292,63.47,4.39
59.16,3669.14,436.89,402.1,9.22211,1.74024,250.466,251.675,295.096,306.4,250.73,250.269,434.774,437.888,450.364,245.315,467.61,456.674,451.89,64.05,3.99
59.16,4247.07,445.557,398.145,9.58534,1.75,250.598,252.136,295.096,306.4,249.939,250.269,456.195,449.44,435.145,449.025,468.165,466.81,461.27,63.03,4.69
59.16,4182.81,439.88,406.963,9.60758,1.75,249.565,245.654,295.096,306.4,250.203,250.049,459.398,446.951,463.74,465.9,554.97,485.626,523.178,63.74,4.4
60.24,1015.798391,434.937,404.531,9.4054,1.74,248.335,246.028,295.096,306.4,250.488,250.313,329.6199942,448.026,420.471,490.862,470.26,461.434,440.417,63.6,4.71
60.24,3560.16,442.749,397.822,9.32374,1.74824,248.73,244.006,295.096,306.4,250.488,251.675,538.4554328,468.301,442.701,476.051,464.474,494.978,500.718,64.41,4.06
60.24,3459.47,443.787,402.129,9.19571,1.76,249.06,251.763,295.096,306.4,251.235,250.071,747.2908714,450.46,440.54,508.948,504.568,486.354,468.774,65.68,1.3
60.24,3794.92,557.983,405.366,9.28119,1.75775,249.467,248.181,295.096,306.4,248.95,248.829,451.666,429.62,438.979,439.413,489.813,465.858,488.061,63.32,5.3
60.24,3510.55,524.475,398.687,9.173,1.76,250.115,248.665,295.096,306.4,250.488,249.983,469.133,439.846,438.873,464.983,489.18,442.142,438.955,66.06,1.24
60.24,3987.89,513.458,403.901,9.26745,1.75,249.95,247.061,295.096,306.4,249.609,250.236,456.871,457.915,447.128,464.59,441.891,455.862,407.419,65.61,2.08
60.24,3700.68,523.071,394.043,9.13405,1.76103,248.95,252.246,295.096,306.4,250.928,248.95,456.445,447.46,478.58,450.39,259.97,476.61,401.13,65.04,2.66
60.24,504.7673748,515.35,404.297,9.05205,1.76695,250.455,244.556,295.096,306.4,250.236,249.895,425.29,412.885,446.344,463.555,494.272,404.388,430.677,64.86,2.49
60.24,1042.692307,531.25,398.848,9.04839,1.78,250.422,248.544,295.096,306.4,249.972,249.686,407.147,436.188,444.374,446.717,404.628,414.244,401.21,66.89,1.31
58.19,1580.617239,526.581,400.371,9.2702,1.76,249.587,250.422,295.096,306.4,249.17,250.247,442.857,456.75,463.017,457.345,445.997,497.918,439.392,64.04,4.26
58.19,3556.45,541.556,397.559,9.30903,1.75095,249.798,245.717,295.096,306.4,249.829,250.206,458.018,454.419,456.383,433.484,439.916,452.93,464.343,65.36,3.3
58.19,3513.67,513.306,402.832,9.13337,1.69107,249.609,249.17,295.096,306.4,250.049,250.269,448.938,448.59,427.32,456.25,460.45,494.53,442.51,65.64,3.11
58.19,3295.61,531.372,397.793,9.45278,1.73,250.488,249.192,295.096,306.4,250.28,250.269,460.699,453.152,478.31,414.626,444.287,453.398,473.852,64.84,3.28
58.19,3491.21,526.733,402.612,9.34914,1.72491,250.928,247.797,295.096,306.4,249.829,250.214,436.05,445.34,469.813,420.015,435.527,449.87,476.168,64.63,3.77
58.19,3239.45,533.661,396.665,9.50054,1.542694651,250.291,253.63,295.096,306.4,250.763,250.269,394.285,642.93,494.796,280.721,296.1,443.878,311.742,65.0,3.48
58.19,3071.09,533.936,399.199,9.45958,1.73,249.653,254.619,295.096,306.4,250.4,250.137,641.219625,249.5770345,455.92,465.468,470.694,455.89,442.066,66.33,1.01
58.19,3002.93,315.7051702,410.3275714,9.37054,1.530992655,249.478,253.696,295.096,306.4,250.181,250.137,857.5895185,744.0970762,556.928,459.3,449.0,439.426,447.144,66.33,1.01
58.19,496.289,303.4225,415.164517,8.97413,1.528445134,250.181,254.048,295.096,306.4,250.005,248.818,622.607,817.4454529,412.538,338.748,449.77,457.234,372.216,66.33,1.01
58.19,2405.76,288.4375,415.9073653,8.8664,1.527171374,250.115,246.852,295.096,306.4,250.06,249.774,439.103,610.505,518.885,489.297,358.473,431.327,627.046,66.33,1.01
58.19,2758.79,273.4525,416.6502136,8.83239,1.525897614,249.609,249.28,295.096,306.4,249.609,249.39,439.429,779.3836194,432.99,344.14,173.9815238,591.14,216.84,66.33,1.01
58.19,2985.35,258.4675,400.166,8.78497,1.62935,249.697,250.708,295.096,306.4,250.796,248.291,298.52308,345.4835455,663.918,266.408,428.18,392.88,215.6464348,66.33,1.01
58.19,3444.14,446.5075123,399.8533759,8.9469,1.536774275,249.858,246.302,295.096,306.4,250.697,250.95,667.802,473.74,482.872,449.101,372.577,449.954,393.297,66.33,1.01
58.19,3532.62,580.1379821,409.250594,8.8174,1.540282971,249.785,249.258,295.096,306.4,250.334,252.026,217.212,440.834,419.93,479.141,443.652,452.25,403.998,66.33,1.01
59.09,3643.07,524.841,397.852,8.9171,1.68421,249.653,249.346,295.096,306.4,250.005,249.324,482.571,477.993,436.547,220.5776,446.577,448.218,470.15,66.33,1.01
59.09,3345.41,502.014,412.793,8.93675,1.69172,249.829,248.95,295.096,306.4,248.95,250.378,446.936,453.69,412.755,228.7507097,433.19,443.565,468.165,66.08,1.31
59.09,3804.49,462.646,403.125,9.02717,1.63115,250.334,246.731,295.096,306.4,250.005,249.456,450.189,458.848,455.161,190.1237158,463.318,468.935,302.092,65.97,2.36
59.09,3682.03,524.353,403.213,9.35885,1.70685,250.115,251.884,295.096,306.4,250.016,251.06,439.504,451.769,461.992,617.339,503.827,495.594,475.508,66.49,1.81
59.09,2127.50434,476.837,400.151,9.20689,1.66485,250.455,252.773,295.096,306.4,250.269,249.829,452.016,446.862,436.094,480.484,433.825,492.178,401.38,66.82,1.45
59.09,3417.19,494.08,397.192,9.23291,1.68432,249.609,252.521,295.096,306.4,250.159,249.939,489.978,465.165,466.167,420.7435294,538.247,569.86,485.823,66.89,1.23
59.09,3749.32,547.729,401.016,9.5747,1.68804,248.862,244.951,295.096,306.4,249.961,249.961,446.736,392.632,430.56,551.25,547.696,526.008,552.422,66.62,1.39
59.09,4129.88,509.399,402.539,9.79203,1.76,250.356,250.928,295.096,306.4,250.4,248.335,429.319,447.798,464.446,487.498,495.262,434.044,504.75,66.63,1.06
59.09,3744.34,480.499,404.81,9.93182,1.75318,249.609,251.642,295.096,306.4,250.269,249.39,556.168,552.25,575.97,434.765,439.8,549.84,541.278,65.04,3.52
58.54,3801.76,491.821,397.061,9.63802,1.76481,249.62,250.06,295.096,306.4,250.477,252.477,568.455,541.396,518.023,466.136,471.827,548.58,579.29,64.67,3.86
58.54,3281.74,503.601,395.391,9.71698,1.75279,249.983,251.675,295.096,306.4,250.291,250.422,544.181,550.151,590.27,448.245,463.978,572.884,542.433,66.58,1.41
58.54,3976.56,553.284,400.781,9.65823,1.73842,250.137,251.807,295.096,306.4,249.412,251.169,555.092,542.728,524.279,524.338,553.483,554.46,627.018,66.94,1.19
58.54,3627.34,521.21,405.044,9.60185,1.76122,249.829,255.795,295.096,306.4,249.587,250.005,451.816,214.9455248,439.6,467.401,438.503,448.946,436.413,66.47,1.72
58.54,4802.34,506.866,399.023,9.46854,1.74678,250.126,248.818,295.096,306.4,249.39,249.543,459.774,375.3727525,437.492,447.559,458.494,458.55,459.339,66.74,1.83
58.54,4023.93,501.343,400.679,9.41797,1.529218,250.236,248.456,295.096,306.4,250.269,250.95,457.571,444.995,465.47,452.069,420.85,456.954,432.244,66.45,1.73
58.54,3485.06,465.973,401.367,9.73707,1.76,249.851,243.798,295.096,306.4,250.269,249.609,460.224,398.442,471.435,511.05,436.798,442.562,511.949,66.62,1.41
58.54,3917.77,438.08,395.801,9.31365,1.70155,249.774,249.829,295.096,306.4,249.664,250.323,448.563,455.677,434.61,462.01,438.422,455.47,443.202,66.61,1.76
57.45,3492.87,484.009,399.316,9.46853,1.7,249.829,249.609,295.096,306.4,249.829,249.609,436.926,445.76,419.77,463.28,452.19,462.05,470.1,67.1,1.34
57.45,3178.13,517.09,392.109,9.66667,1.73,249.434,252.158,295.096,306.4,249.565,249.961,454.543,473.968,461.962,440.858,453.29,448.162,437.436,67.45,1.06
57.45,3191.21,499.878,390.234,9.56631,1.74,250.049,251.367,295.096,306.4,250.269,249.829,555.042,544.88,542.25,598.83,471.47,497.89,494.93,65.39,2.35
57.45,2840.636,398.254,395.098,9.21219,1.6137,249.456,248.906,295.096,306.4,250.236,250.016,552.939,550.149,526.144,522.031,504.872,514.998,523.23,65.39,2.35
57.45,3802.08,297.7235455,404.4192222,9.07145,1.529894894,249.983,253.817,295.096,306.4,250.115,250.115,830.335,825.648,692.078,523.472,511.344,509.706,484.612,64.03,3.78
60.18,2510.36,306.635,402.303,9.63786,1.524512039,200.165,194.286,295.096,306.4,250.194,250.188,851.7727612,809.8638636,881.30725,447.543,421.279,446.697,413.322,66.57,1.43
60.18,2138.23,435.199,401.953,9.6132,1.59494,199.54,197.436,295.096,306.4,250.46,250.488,850.5106936,774.2668698,886.773,470.638,455.341,457.393,456.48,66.64,1.33
60.18,458.079,476.878,400.173,9.75149,1.63844,199.951,191.456,295.096,306.4,247.809,249.582,858.0522247,778.3430846,883.7771818,438.033,446.859,423.184,483.157,66.41,1.27
59.54,145.77308001600002,252.088,399.484,9.96978,1.521079689,199.072,187.280618024,295.096,306.4,250.488,250.76,853.7451074,782.4192993,883.7158,435.285,434.663,452.469,436.865,63.63,5.5
59.54,461.1976148,421.216,394.962,9.54853,1.57168,199.44,196.33,295.096,306.4,250.269,249.704,849.4379901,786.4955141,886.155,451.355,455.544,452.68,433.127,66.19,1.64
59.54,1918.97,439.573,397.855,9.4651,1.59947,198.677,195.169,295.096,306.4,249.663,251.416,856.1070132,821.4155882,882.9132188,243.775,447.353,445.601,441.301,66.26,1.46
59.54,2110.87,460.845,407.431,9.67227,1.63288,198.746,195.337,295.096,306.4,249.894,252.963,855.9441842,819.4556564,871.19,358.943,445.327,430.84,443.214,66.28,1.69
59.54,1941.02,509.822,404.409,9.36692,1.68662,200.391,194.903,295.096,306.4,250.269,251.076,855.7813553,817.4957247,881.2668182,526.461,589.125,553.484,509.954,64.13,1.81
59.54,2434.83,521.567,399.388,9.42729,1.71028,200.171,193.743,295.096,306.4,249.965,250.286,855.6185263,815.535793,885.0550333,674.4716,630.235,548.63,545.015,65.88,1.71
59.54,2150.11,535.777,398.739,9.62158,1.73246,199.731,198.206,295.096,306.4,250.095,248.944,855.4556974,813.5758612,884.9510909,504.842,584.678,542.486,507.274,64.69,2.92
59.54,1997.5,527.364,402.912,9.63231,1.72577,200.156,194.598,295.096,306.4,249.829,249.095,855.2928684,817.7620321,881.3218732,526.149,585.867,563.854,521.26,65.85,2.0
